E:\ML\IMG\center_2023_12_16_13_38_36_543.jpg,E:\ML\IMG\left_2023_12_16_13_38_36_543.jpg,E:\ML\IMG\right_2023_12_16_13_38_36_543.jpg,0,1,0,30.19094
E:\ML\IMG\center_2023_12_16_13_38_36_625.jpg,E:\ML\IMG\left_2023_12_16_13_38_36_625.jpg,E:\ML\IMG\right_2023_12_16_13_38_36_625.jpg,0,1,0,30.19011
E:\ML\IMG\center_2023_12_16_13_38_36_692.jpg,E:\ML\IMG\left_2023_12_16_13_38_36_692.jpg,E:\ML\IMG\right_2023_12_16_13_38_36_692.jpg,0,1,0,30.19027
E:\ML\IMG\center_2023_12_16_13_38_36_776.jpg,E:\ML\IMG\left_2023_12_16_13_38_36_776.jpg,E:\ML\IMG\right_2023_12_16_13_38_36_776.jpg,0,1,0,30.19032
E:\ML\IMG\center_2023_12_16_13_38_36_858.jpg,E:\ML\IMG\left_2023_12_16_13_38_36_858.jpg,E:\ML\IMG\right_2023_12_16_13_38_36_858.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_36_926.jpg,E:\ML\IMG\left_2023_12_16_13_38_36_926.jpg,E:\ML\IMG\right_2023_12_16_13_38_36_926.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_37_007.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_007.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_007.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_37_074.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_074.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_074.jpg,0,1,0,30.19008
E:\ML\IMG\center_2023_12_16_13_38_37_158.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_158.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_158.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_37_242.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_242.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_242.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_37_325.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_325.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_325.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_37_393.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_393.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_393.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_37_475.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_475.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_475.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_37_559.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_559.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_559.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_37_642.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_642.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_642.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_37_708.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_708.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_708.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_37_792.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_792.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_792.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_37_875.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_875.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_875.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_37_942.jpg,E:\ML\IMG\left_2023_12_16_13_38_37_942.jpg,E:\ML\IMG\right_2023_12_16_13_38_37_942.jpg,0,1,0,30.19032
E:\ML\IMG\center_2023_12_16_13_38_38_008.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_008.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_008.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_38_093.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_093.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_093.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_38_175.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_175.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_175.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_38_242.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_242.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_242.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_38_324.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_324.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_324.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_38_391.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_391.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_391.jpg,0,1,0,30.19027
E:\ML\IMG\center_2023_12_16_13_38_38_459.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_459.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_459.jpg,0,1,0,30.19028
E:\ML\IMG\center_2023_12_16_13_38_38_525.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_525.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_525.jpg,0,1,0,30.19032
E:\ML\IMG\center_2023_12_16_13_38_38_608.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_608.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_608.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_38_675.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_675.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_675.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_38_742.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_742.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_742.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_38_825.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_825.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_825.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_38_892.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_892.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_892.jpg,0,1,0,30.19032
E:\ML\IMG\center_2023_12_16_13_38_38_976.jpg,E:\ML\IMG\left_2023_12_16_13_38_38_976.jpg,E:\ML\IMG\right_2023_12_16_13_38_38_976.jpg,0,1,0,30.19028
E:\ML\IMG\center_2023_12_16_13_38_39_058.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_058.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_058.jpg,0.05,1,0,30.18972
E:\ML\IMG\center_2023_12_16_13_38_39_142.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_142.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_142.jpg,0.25,1,0,30.17477
E:\ML\IMG\center_2023_12_16_13_38_39_208.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_208.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_208.jpg,0.4,1,0,30.15753
E:\ML\IMG\center_2023_12_16_13_38_39_291.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_291.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_291.jpg,0,1,0,30.18829
E:\ML\IMG\center_2023_12_16_13_38_39_358.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_358.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_358.jpg,0,1,0,30.18961
E:\ML\IMG\center_2023_12_16_13_38_39_442.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_442.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_442.jpg,0,1,0,30.19014
E:\ML\IMG\center_2023_12_16_13_38_39_509.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_509.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_509.jpg,0,1,0,30.19028
E:\ML\IMG\center_2023_12_16_13_38_39_592.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_592.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_592.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_39_659.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_659.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_659.jpg,0,1,0,30.1904
E:\ML\IMG\center_2023_12_16_13_38_39_726.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_726.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_726.jpg,0,1,0,30.19028
E:\ML\IMG\center_2023_12_16_13_38_39_808.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_808.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_808.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_39_875.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_875.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_875.jpg,0,1,0,30.1904
E:\ML\IMG\center_2023_12_16_13_38_39_959.jpg,E:\ML\IMG\left_2023_12_16_13_38_39_959.jpg,E:\ML\IMG\right_2023_12_16_13_38_39_959.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_40_041.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_041.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_041.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_40_109.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_109.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_109.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_40_192.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_192.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_192.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_40_276.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_276.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_276.jpg,-0.05,1,0,30.18973
E:\ML\IMG\center_2023_12_16_13_38_40_359.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_359.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_359.jpg,-0.25,1,0,30.1748
E:\ML\IMG\center_2023_12_16_13_38_40_442.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_442.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_442.jpg,0,1,0,30.19005
E:\ML\IMG\center_2023_12_16_13_38_40_525.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_525.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_525.jpg,0,1,0,30.18986
E:\ML\IMG\center_2023_12_16_13_38_40_592.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_592.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_592.jpg,0,1,0,30.19021
E:\ML\IMG\center_2023_12_16_13_38_40_658.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_658.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_658.jpg,0,1,0,30.19027
E:\ML\IMG\center_2023_12_16_13_38_40_742.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_742.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_742.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_40_809.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_809.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_809.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_40_892.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_892.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_892.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_40_959.jpg,E:\ML\IMG\left_2023_12_16_13_38_40_959.jpg,E:\ML\IMG\right_2023_12_16_13_38_40_959.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_41_041.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_041.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_041.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_41_108.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_108.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_108.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_41_192.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_192.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_192.jpg,0.05,1,0,30.18974
E:\ML\IMG\center_2023_12_16_13_38_41_259.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_259.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_259.jpg,0.2,1,0,30.17985
E:\ML\IMG\center_2023_12_16_13_38_41_343.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_343.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_343.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_41_425.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_425.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_425.jpg,0,1,0,30.19027
E:\ML\IMG\center_2023_12_16_13_38_41_492.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_492.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_492.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_41_575.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_575.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_575.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_41_642.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_642.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_642.jpg,0,1,0,30.19031
E:\ML\IMG\center_2023_12_16_13_38_41_729.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_729.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_729.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_41_809.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_809.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_809.jpg,0,1,0,30.19028
E:\ML\IMG\center_2023_12_16_13_38_41_877.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_877.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_877.jpg,0.15,1,0,30.18425
E:\ML\IMG\center_2023_12_16_13_38_41_944.jpg,E:\ML\IMG\left_2023_12_16_13_38_41_944.jpg,E:\ML\IMG\right_2023_12_16_13_38_41_944.jpg,0.3,1,0,30.16927
E:\ML\IMG\center_2023_12_16_13_38_42_028.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_028.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_028.jpg,0,1,0,30.18989
E:\ML\IMG\center_2023_12_16_13_38_42_111.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_111.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_111.jpg,0,1,0,30.1902
E:\ML\IMG\center_2023_12_16_13_38_42_192.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_192.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_192.jpg,0,1,0,30.19027
E:\ML\IMG\center_2023_12_16_13_38_42_260.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_260.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_260.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_42_327.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_327.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_327.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_42_394.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_394.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_394.jpg,0,1,0,30.1903
E:\ML\IMG\center_2023_12_16_13_38_42_477.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_477.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_477.jpg,0,1,0,30.19029
E:\ML\IMG\center_2023_12_16_13_38_42_545.jpg,E:\ML\IMG\left_2023_12_16_13_38_42_545.jpg,E:\ML\IMG\right_2023_12_16_13_38_42_545.jpg,0,1,0,30.1903
